category,subcategory,name,price,remark,scraped_at
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 Ripjaws S5焰刃64GB(雙通32G*2)D5-6000/C36黑(F5-6000J3636F32GX2-RS5K),29000,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 Ripjaws S5焰刃64GB(雙通32G*2)D5-6000/CL30黑(F5-6000J3040G32GX2-RS5K),29000,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 Ripjaws S5焰刃64GB(雙通32G*2)D5-6000/CL30白(F5-6000J3040G32GX2-RS5W),29000,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 RipjawsM5 RGB焰刃32GB(16G*2)D5-6000/CL36黑(F5-6000J3636F16GX2-RM5RK),15000,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 RipjawsM5 RGB焰刃32GB(16G*2)D5-6000/CL36白(F5-6000J3636F16GX2-RM5RW),15000,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 RipjawsM5 RGB焰刃32GB(16G*2)D5-6000/CL30黑(F5-6000J3040F16GX2-RM5RK),15500,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 烈焰槍RGB 64GB(雙通32G*2)D5-6000/CL36黑(F5-6000J3636F32GX2-RM5NRK),29300,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 烈焰槍RGB 64GB(雙通32G*2)D5-6000/CL36白(F5-6000J3636F32GX2-RM5NRW),29300,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 幻鋒戟RGB 32GB(雙通16G*2) D5-6000/CL30黑( F5-6000J3040F16GX2-TZ5RK),14500,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 幻鋒戟RGB 32GB(雙通16G*2) D5-6400/CL32黑( F5-6400J3239G16GX2-TZ5RK),18000,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 幻鋒戟RGB 32GB(雙通16G*2) D5-6400/CL32白( F5-6400J3239G16GX2-TZ5RW),18000,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 幻鋒戟RGB 32GB(雙通16G*2) D5-7200/CL34黑(F5-7200J3445G16GX2-TZ5RK),19400,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 幻鋒戟RGB 32GB(雙通16G*2) D5-7200/CL34白(F5-7200J3445G16GX2-TZ5RW),19400,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 幻鋒戟RGB 64GB(雙通32G*2) D5-6000/CL30白(F5-6000J3040G32GX2-TZ5RW),29000,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 幻鋒戟RGB 64GB(雙通32G*2) D5-6400/CL32黑(F5-6400J3239G32GX2-TZ5RK),33000,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 幻鋒戟RGB 64GB(雙通32G*2) D5-6400/CL32白(F5-6400J3239G32GX2-TZ5RW),33000,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 焰鋒戟RGB 32GB(雙通16GB*2) D5-6000/CL30黑(F5-6000J3038F16GX2-TZ5NR),18000,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 焰鋒戟RGB 64GB(雙通32GB*2)D5-6000/CL30黑(F5-6000J3040G32GX2-TZ5NR),29900,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 焰鋒戟RGB 64GB(雙通32GB*2)D5-6000/CL30白(F5-6000J3040G32GX2-TZ5NRW),29900,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 焰鋒戟RGB 32GB(雙通16GB*2)D5-6400/CL30黑(F5-6400J3039G16GX2-TZ5NR),19800,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 焰鋒戟RGB 32GB(雙通16GB*2)D5-6400/CL30白(F5-6400J3039G16GX2-TZ5NRW),19800,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 焰鋒戟RGB 32GB(雙通16GB*2)D5-7200/CL34黑(F5-7200J3445G16GX2-TZ5NR),19800,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 焰鋒戟RGB 128GB(雙通64GB*2)D5-6000/CL34黑(F5-6000J3444F64GX2-TZ5NR),59500,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 皇家戟RGB 32GB(雙通16GB*2)D5-6000/CL28銀(F5-6000J2836G16GX2-TR5NS),20700,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 皇家戟RGB 32GB(雙通16GB*2)D5-6000/CL28金(F5-6000J2836G16GX2-TR5NG),21800,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 皇家戟RGB 64GB(雙通32GB*2)D5-6000/CL28銀(F5-6000J2836G32GX2-TR5NS),38600,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 皇家戟RGB 64GB(雙通32GB*2)D5-6000/CL28金(F5-6000J2836G32GX2-TR5NG),39700,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 皇家戟RGB 32GB(雙通16GB*2)D5-6400/CL32銀(F5-6400J3239G16GX2-TR5S),18800,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 皇家戟RGB 32GB(雙通16GB*2)D5-6400/CL30銀(F5-6400J3039G16GX2-TR5NS),19900,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 皇家戟RGB 32GB(雙通16GB*2)D5-6400/CL30金(F5-6400J3039G16GX2-TR5NG),21000,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 皇家戟RGB 32GB(雙通16GB*2)D5-7200/CL34銀(F5-7200J3445G16GX2-TR5S),19900,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 皇家戟RGB 32GB(雙通16GB*2)D5-7200/CL34金(F5-7200J3445G16GX2-TR5G),19900,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 皇家戟RGB 32GB(雙通16GB*2)D5-8000/CL38銀(F5-8000J3848H16GX2-TR5NS),21000,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 雙通道,芝奇 皇家戟RGB 64GB(雙通32GB*2)D5-6400/CL32銀(F5-6400J3239G32GX2-TR5S),38500,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 四通道(雙通四根包),"Biwin Opal DW100 OC Lab聯名款RGB 192G(""雙通""四根48G*4) D5 6000黑/CL28 AMD 超頻優化",71990,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR5 四通道(雙通四根包),"芝奇Flare X5 烈焰槍256GB(""雙通""四根64G*4)D5-6000 CL34黑(F5-6000J3444F64GX4-FX5)",136500,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR5,UMAX NB 16GB DDR5 4800/CL40,5700,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR5,UMAX NB 32GB DDR5 4800/CL40,8799,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR5,UMAX NB 8GB DDR5 5600/CL46,3200,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR5,UMAX NB 16GB DDR5 5600/CL46,6259,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR5,UMAX NB 32GB DDR5 5600/CL46,9500,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR5,威剛 NB 8GB D5-4800/CL40 (AD5S48008G-S),2999,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR5,威剛 NB 16GB D5-4800/CL40 (AD5S480016G-S),4999,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR5,威剛 NB 32GB D5-4800/CL40 (AD5S480032G-S),9699,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR5,威剛 NB 8GB D5-5600/CL46 (AD5S56008G-S),3099,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR5,威剛 NB 16GB D5-5600/CL46 (AD5S560016G-S),5299,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR5,威剛 NB 32GB D5-5600/CL46 (AD5S560032G-S),9999,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR5,金士頓 NB 16GB DDR5 5600(KVR56S46BS8-16)/CL46,5300,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR5,金士頓 NB 16GB DDR5 5600(KVR56S46BS8-16)/CL46~搭機價~,5900,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR5,金士頓 NB 32GB DDR5 5600(KVR56S46BD8-32)/CL46,10500,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR5,美光 Micron Crucial NB 16GB DDR5 5600/CL46,5999,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR5,美光 Micron Crucial NB 32GB DDR5 5600/CL46,11999,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR5,美光 Micron Crucial NB 64GB DDR5 5600/CL46),20999,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR5 雙通道,美光 Micron Crucial NB 雙通16G*2 DDR5 5600/CL46,11999,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR5 雙通道,美光 Micron Crucial NB 雙通64G*2 DDR5 5600/CL46,41999,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4,UMAX 8GB DDR4-2400(1024*8),1900,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4,UMAX 8GB DDR4-2666原生顆粒製(1024*8),1900,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4,UMAX 8GB DDR4-3200(1024*8)超頻CL16,1950,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4,UMAX 16GB DDR4-2400(1024*8),3500,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4,UMAX 16GB DDR4-2666原生顆粒製(1024*8),3550,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4,UMAX 16GB DDR4-2666原生顆粒製(2048*8),3550,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4,UMAX 16GB DDR4-3200(1024*8)超頻CL16,3600,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4,UMAX 16GB DDR4-3200原生顆粒製(2048*8)超頻CL16,3650,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4,UMAX 32GB DDR4-3200原生顆粒製(2048*8)超頻CL22,6950,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4,UMAX 32GB DDR4-3200原生顆粒製(2048*8)超頻CL16,6950,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4,威剛 8GB D4-3200(AD4U320038G22-SGN)(1024*8),1999,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4,威剛 16GB D4-3200(AD4U3200316G22-SGN)(1024*8),3999,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4,威剛 16GB D4-3200/CL16 XPG D10超頻 黑(AX4U3200316G16A-SB10)(1024*8),4699,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4,威剛 32GB D4-3200(AD4U3200732G22-SGN)(2048*8),8999,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4,金士頓 8GB DDR4-3200 FURY Beast(獸獵者)(KF432C16BB/8)(1024*8),2550,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4,金士頓 16GB DDR4-3200(KVR32N22S8/16)(2048*8),4700,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4,金士頓 16GB DDR4-3200 FURY Beast(獸獵者)(KF432C16BB/16)(2048*8),4700,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4,金士頓 32GB DDR4-3200(KVR32N22D8/32)(2048*8),9300,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4,金士頓 32GB DDR4-3200 FURY Beast(獸獵者)(KF432C16BB/32)(2048*8),9300,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,UMAX 16GB(雙通8GB*2) DDR4-2666原生顆粒製-含散熱片(1024*8),3900,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,UMAX 16GB(雙通8GB*2) DDR4-3200超頻CL16含散熱片(1024*8),3980,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,UMAX 32GB(雙通16GB*2) DDR4-2666原生顆粒製-含散熱片(1024*8),6950,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,UMAX 32GB(雙通16GB*2) DDR4-2666原生顆粒製-含散熱片(2048*8),6990,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,UMAX 32GB(雙通16GB*2) DDR4-3200原生顆粒-超頻CL16含散熱片(1024*8),8600,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,UMAX 32GB(雙通16GB*2) DDR4-3200原生顆粒-超頻CL16含散熱片(2048*8),7100,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,UMAX 64GB(雙通32GB*2) DDR4-3200原生顆粒-超頻CL22含散熱片(2048*8),13600,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,威剛 32GB(雙通16G*2) D4-3200/CL16 D10超頻 黑(AX4U3200316G16A-DB10)(1024*8),7199,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,威剛 32GB(雙通16G*2) D4-3200/CL16 D50 RGB 灰(AX4U3200716G16A-DT50)(2048*8),7299,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,威剛 32GB(雙通16G*2) D4-3200/CL16 D50 RGB 白(AX4U3200716G16ADW50)(2048*8),7299,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,威剛 32GB(雙通16G*2) D4-3600/CL18 D50 RGB 灰(AX4U3600716G18I-DT50)(2048*8),7599,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,威剛 32GB(雙通16G*2) D4-3600/CL18 D50 RGB 白(AX4U3600716G18I-DW50)(2048*8),7599,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,金士頓 16GB(雙通8GB*2) DDR4-3200 FURY Beast(獸獵)(KF432C16BBK2/16),5100,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,金士頓 16GB(雙通8GB*2) DDR4-3200 FURY Beast(獸獵)(KF432C16BBK2/16)~搭機價~,5100,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,金士頓 32GB(雙通16GB*2) DDR4-3200 (獸獵者)(KF432C16BBK2/32)(2048*8),9350,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,金士頓 32GB(雙通16GB*2) DDR4-3200 RGB(獸獵者)(KF432C16BB2AK2/32)(2048*8),9750,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,金士頓 64GB(雙通32GB*2) DDR4-3200 (獸獵者)(KF432C16BBK2/64)(2048*8),14500,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,芝奇 G.SKILL Ripjaws V 32GB(雙通16GB*2) D4-3600 CL18 黑 F4-3600C18D-32GVK,8700,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,芝奇 G.SKILL Ripjaws V 32GB(雙通16GB*2) D4-4000 CL18 黑 F4-4000C18D-32GVK,8800,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,芝奇 G.SKILL 幻光戟 16GB(雙通8GB*2) D4-3200 CL16 黑銀 F4-3200C16D-16GTZR,4880,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,芝奇 G.SKILL 幻光戟 32GB(雙通16GB*2) D4-3200 CL16 黑銀 F4-3200C16D-32GTZR,9100,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,芝奇 G.SKILL 幻光戟 32GB(雙通16GB*2) D4-3600 CL16 黑銀 F4-3600C16D-32GTZRC,9650,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,芝奇 G.SKILL 皇家戟 32GB(雙通16GB*2) D4-3200 CL16 銀 F4-3200C16D-32GTRS,9950,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,芝奇 G.SKILL 焰光戟 32GB(雙通16GB*2) D4-3200 F4-3200C16D-32GTZN[For AMD],9200,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,芝奇 G.SKILL 焰光戟 32GB(雙通16GB*2) D4-3600 F4-3600C16D-32GTZNC[For AMD],12800,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR4 雙通道,芝奇 G.SKILL 燄光戟 32GB(雙通16GB*2) D4-4000 F4-4000C18D-32GTZN[FOR R5000],9950,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR4,UMAX NB 8GB DDR4-2400(1024*8),1950,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR4,UMAX NB 8GB DDR4-2666(1024*8),1950,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR4,UMAX NB 8GB DDR4-3200(1024*8),2100,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR4,UMAX NB 16GB DDR4-2400(1024*8),3600,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR4,UMAX NB 16GB DDR4-2666(1024*8),3700,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR4,UMAX NB 16GB DDR4-2666(2048*8),3700,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR4,UMAX NB 16GB DDR4-3200(1024*8),4300,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR4,UMAX NB 32GB DDR4-3200(2048*8),8500,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR4,威剛 NB 8GB D4-3200(AD4S320038G22-SGN)(1024*8),1999,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR4,威剛 NB 16GB D4-3200(AD4S3200316G22-SGN)(1024*8),3999,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR4,金士頓 NB 8GB DDR4-3200(KVR32S22S8/8)(1024*8),2500,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR4,金士頓 NB 8GB DDR4-3200(KVR32S22S8/8)(1024*8)~搭機價~,2500,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR4,金士頓 NB 16GB DDR4-3200(KVR32S22S8/16)(2048*8),4600,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR4,金士頓 NB 32GB DDR4-3200(KVR32S22D8/32)(2048*8),9150,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR3,UMAX 8GB DDR3-1600(512*8),630,,2026-04-19 18:37:47
記憶體 RAM,桌上型記憶體 DDR3,UMAX 16GB(雙通道8G*2)DDR3-1600含散熱片(512*8),1330,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR3,UMAX NB 8GB DDR3L-1600 低電壓(512*8),679,,2026-04-19 18:37:47
記憶體 RAM,筆記型記憶體 DDR3,金士頓 NB 8GB DDR3L-1600 低電壓(KVR16LS11/8)(512*8),1600,,2026-04-19 18:37:47
記憶體 RAM,伺服器專用記憶體 DDR5 RDIMM,金士頓16GB 5600MT/s D5 ECC Reg CL46 DIMM 1R*8 Hynix A Rambus (KSM56R46BS8/16HA),10800,,2026-04-19 18:37:47
記憶體 RAM,伺服器專用記憶體 DDR4 RDIMM,金士頓32GB 3200MHz D4 ECC Reg CL22 DIMM 2R*8 Hynix C Rambus (KSM32RD8/32HD),11500,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,UMAX S330 240GB /2.5吋/讀520/寫450/3D NAND Flash【三年保】,1500,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,UMAX S330 480GB /2.5吋/讀560/寫450/3D NAND Flash【三年保】,2550,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,威剛 Ultimate SU650 240G/2.5吋/讀520/寫450/TLC顆粒【三年保】,1599,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,威剛 Ultimate SU650 480G/2.5吋/讀520/寫450/TLC顆粒【三年保】,2499,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,威剛 Ultimate SU800 256G/2.5吋/讀560/寫520/TLC/DRAM快取/SMI/台灣製【五年】,1799,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,威剛 Ultimate SU800 512G/2.5吋/讀560/寫520/TLC/DRAM快取/SMI/台灣製【五年】,2799,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,威剛 Ultimate SU800 1TB/2.5吋/讀560/寫520/TLC/DRAM快取/SMI/台灣製【五年】,4999,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,金士頓 A400 240G/2.5吋/讀500/寫350/TLC顆粒【三年保】,1950,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,金士頓 A400 240G/2.5吋/讀500/寫350/TLC顆粒【三年保】~搭機價~,1750,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,金士頓 A400 480G/2.5吋/讀500/寫450/TLC顆粒【三年保】,2750,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,金士頓 A400 480G/2.5吋/讀500/寫450/TLC顆粒【三年保】~搭機價~,2550,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,金士頓 A400 960G/2.5吋/讀500/寫450/TLC顆粒【三年保】,4800,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,金士頓 SKC600 256G/2.5吋/讀550/寫500/SMI/3D TLC【五年保】,2400,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,金士頓 SKC600 256G/2.5吋/讀550/寫500/SMI/3D TLC【五年保】~搭機價~,1990,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,金士頓 SKC600 512G/2.5吋/讀550/寫520/SMI/3D TLC【五年保】,4450,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,金士頓 SKC600 512G/2.5吋/讀550/寫520/SMI/3D TLC【五年保】~搭機價~,3990,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,金士頓 SKC600 1024G/2.5吋/讀550/寫520/SMI/3D TLC【五年保】,7880,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,金士頓 SKC600 1024G/2.5吋/讀550/寫520/SMI/3D TLC【五年保】~搭機價~,7550,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,金士頓 SKC600 2048G/2.5吋/讀550/寫520/SMI/3D TLC【五年保】,12800,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,金士頓 SKC600 2048G/2.5吋/讀550/寫520/SMI/3D TLC【五年保】~搭機價~,12300,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,致態 ZhiTai 致態小翼 S001 500GB/2.5吋/SATA 3/讀550/寫500【三年保】~加送好運襪~,2699,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,致態 ZhiTai 致態小翼 S001 1TB/2.5吋/SATA 3/讀550/寫500【三年保】~加送好運襪~,3699,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,十銓 T-Force Vulcan Z 火神Z 256G/2.5吋/讀520/寫450/3D NAND/TLC【三年保】,1790,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,十銓 T-Force Vulcan Z 火神Z 512G/2.5吋/讀540/寫470/3D NAND/TLC【三年保】,2480,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,十銓 T-Force Vulcan Z 火神Z 1TB/2.5吋/讀550/寫500/3D NAND/TLC【三年保】,3950,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,十銓 T-Force Vulcan Z 火神Z 2TB/2.5吋/讀550/寫500/3D NAND/TLC【三年保】,6950,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,宏碁 Acer RE100 256GB /2.5吋/讀562/寫528/TLC【五年保】,1790,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,宏碁 Acer RE100 512GB /2.5吋/讀562/寫529/TLC【五年保】,2490,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,宏碁 Acer RE100 1TB /2.5吋/讀557/寫515/TLC【五年保】,4290,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,宏碁 Acer RE100 2TB /2.5吋/讀557/寫515/TLC【五年保】,7790,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,美光 Micron Crucial BX500 240G/2.5吋讀540/寫500/TLC【三年保】,1709,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,美光 Micron Crucial BX500 1TB/2.5吋/讀540/寫500/TLC【三年保】,4369,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,美光 Micron Crucial BX500 2TB/2.5吋/讀540/寫500/TLC【三年保】,8270,,2026-04-19 18:37:47
固態硬碟 M.2｜SSD,2.5吋 SATA3 SSD固態硬碟,美光 Micron Crucial BX500 4TB/2.5吋/讀540/寫500M/TLC【三年保】,14700,,2026-04-19 18:37:47
